path,case,n,h_max,h,w,n_cell_10,n_cell_30,ihc_score,label
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (6).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,304,231,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (20).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,269,221,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (9).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,305,241,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (26).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,293,248,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (2).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,288,225,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (16).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,255,194,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (10).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,237,191,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (7).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,275,224,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (21).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,239,167,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (24).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,221,177,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (3).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,318,265,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (22).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,231,179,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (1).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,294,252,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (23).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,241,200,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (18).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,356,288,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (13).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,251,209,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (11).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,242,200,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (12).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,260,212,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (19).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,231,201,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (15).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,227,190,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (4).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,335,292,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (8).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,300,236,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (25).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,325,293,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (14).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,264,225,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (17).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,291,241,0,0
./Data_Chula/21 Sep HER2 score 0 case 2/HER2 score 0 case 2 (5).JPG,21 Sep HER2 score 0 case 2,0,0,600,800,272,231,0,0
./Data_Chula/7 Dec 23 HER2 3+ D+ 01/HER2 3+ D+ (54).TIF,7 Dec 23 HER2 3+ D+ 01,81,276,960,1224,618,402,3+,1
./Data_Chula/7 Dec 23 HER2 3+ D+ 01/HER2 3+ D+ (145).TIF,7 Dec 23 HER2 3+ D+ 01,96,335,960,1224,481,347,3+,1
